PT	DT	AU	AA	ED	CA	SP	PN	AE	TI	FT	SO	LA	LS	U1	U2	AB	C1	RI	OI	PA	SC	PI	SS	ID	CN	PY	VL	IS	BP	EP	SN	BN	NR	PG	DI	OA	HC	HP	DA	UT
J		Yuefang Sun; Lei Zhou; Tao Liao; Junping Liu; Kaibo Yu; Liqiang Zou; Wei Zhou; Wei Liu							Comparing the effect of benzoic acid and cinnamic acid hydroxyl derivatives on polyphenol oxidase: activity, action mechanism, and molecular docking.		Journal of the Science of Food and Agriculture					Background. Polyphenol oxidase (PPO) is considered to have a key role in the food industry because it initiates enzymatic browning in the processing and storage of fruit and vegetables. Increasing numbers of benzoic and cinnamic acid derivatives have been found to be efficient inhibitors of polyphenol oxidase, but a comparison study on activity and action mechanism is lacking. In this study, 18 benzoic acid and cinnamic acid hydroxy derivatives were selected and investigated. Results. Three substrates, four activators and 11 inhibitors were identified from benzoic and cinnamic acid derivatives. 2, 4-Dihydroxycinnamic acid and benzoic acid showed the strongest inhibitory effect on PPO, with IC50 of 0.092 and1.425 mmol L-1, respectively. Benzoic acid reversibly inhibited PPO in a competitive manner, while 2, 4-dihydroxycinnamic acid showed a mixed-type inhibition. Both of them showed that static-type fluorescence quenching and electrostatic interaction were the main driving force in the bonding process. Compared with benzoic acid, 2, 4-dihydroxycinnamic acid more easily formed hydrogen bonds in the active site of PPO, making the interaction more stable. Conclusion. Comparative analysis showed that the inhibition effect of cinnamic acid hydroxyl derivatives on PPO was stronger than that of benzoic acid derivatives. Benzoic acid and 2, 4-dihydroxycinnamic acid were the strongest inhibitors. PPO inhibitors identified from benzoic and cinnamic acid derivatives are expected to be promising inhibitors for controlling fruit and vegetable browning. © 2021 Society of Chemical Industry.										2022	102	9	3771	3780	0022-5142				10.1002/jsfa.11725					FSTA:2022-10-Ja13759
J		Yuefeng Huang; Huiqing Wang; Qiuyan Liu; Jiyu Zhou; Shanshan Gao; Jiangtao Yu; Xiaoning Zhang; Min Wang							Comparing impacts of dielectric barrier discharge plasma and electron beam irradiation processing on characteristics of Tartary buckwheat whole flour.		Innovative Food Science and Emerging Technologies					Dielectric barrier discharge (DBD) plasma, lower and higher dose electron beam irradiation (EBI) are used widely in food processing. In this research, impacts of DBD plasma and EBI processing on characteristics of Tartary buckwheat whole flour were investigated in the range of parameters used most often in food industry. Cross section, small granule and reaggregation of fragments appeared after processing as well as higher values of L*, a* and WI. DBD plasma processing altered the short range crystal structure and hydrogen-containing groups, increasing oil/water absorption and freeze-thaw stability. DBD plasma and EBI processing had a mostly positive effect on hydration properties at 50 to 70°C, with contrast to a reduction effect at higher temperature. DBD plasma and EBI processing will not affect the nutrients content indeed. TPC, TFC and antioxidant activity increased significantly after EBI processing ( ≤ 10 kGy) with few free radicals generated. Industrial relevance DBD plasma and EBI processing are widely used for flour in food industry, with limited focus on physicochemical properties promotion and antioxidant activity protection. This research indicates that DBD plasma processing can affect the properties of Tartary buckwheat whole flour (TBF) significantly, but it shows negative damage to bioactive compounds and antioxidant activity. EBI processing ( ≤ 10 kGy) can improve physicochemical properties of TBF, which is given slightly higher TPC, TFC and antioxidant activity simultaneously. Both of DBD plasma and EBI processing are safe methods that can improve processing characteristics of the flour, while lower dose EBI processing is more suitable for development of Tartary buckwheat and functional food industry with protection to bioactive compounds and antioxidant activity. All rights reserved, Elsevier.										2022	77				1466-8564				10.1016/j.ifset.2022.102986					FSTA:2022-08-Mj4496
J		Yuehan Zhang; Chencheng Wei; Yi Zhong; Handong Wang; Heng Luo; Zuquan Weng							Deep learning detection of shrimp freshness via smartphone pictures.		Journal of Food Measurement and Characterization					Shrimp is a type of aquatic product that is easy to deteriorate and the freshness has an essential influence on both its taste and nutritional value. Scientists have developed various approaches to measure shrimp freshness; however, the existing methods are usually destructive, complicated and costly. To develop a fast, non-destructive and low-cost alternative, we utilized deep learning models to identify the freshness of shrimp based on photos taken by smartphones. The models were trained on photographs of 306 shrimp along with their total volatile basic nitrogen values as freshness indicators. Our models achieved an area under receiver operating characteristic above 0.90 for freshness classification and root mean square error of prediction no more than 4.67 mg/100 g on fresh samples during the independent tests. Furthermore, the model performance was evaluated on datasets of shrimp photographed for 7 consecutive days and shrimp placed on different backgrounds and light settings. Our study suggested deep learning as an accurate, easy and low-cost method to detect shrimp freshness, which may have broader applications in food safety. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2022.										2022	16	5	3868	3876	2193-4134				10.1007/s11694-022-01473-4					FSTA:2023-02-Re0842
J		Yuehong Lu; Jing Ma; Qiuxian Yang; Zhengyang Zhang; Rina Wu; Chaojiang Xiao; Wang Li; Yuanli Li; Chunyan Gao							Physicochemical and emulsifying properties of pectin from Ottelia acuminata inflorescence.		LWT -- Food Science and Technology					The pectin extracted from Ottelia acuminata inflorescence was investigated for its physicochemical and emulsifying properties. Ottelia acuminata inflorescence pectin (OAIP), with a yield of 8.73g/100g, contained 2.39g/100g of moisture, 0.84 g/100 g of total ash and 1.83 g/100 g of protein. The results revealed that OAIP was low methylated carrying negative charges. The charge density and molecular morphology of the pectin changed significantly with pH variation. A formula for the relation of dynamic viscosity with temperature and concentration was established: eta = 0.01683 exp (16.3283 exp (0.0262 C) / RT) (C)-1.5816. At OAIP concentration of 2.0 g/100 mL, a stable emulsion containing fifty percent oil fraction (v/v) can be achieved. At 1.0 g/100 mL OAIP concentration, the emulsion containing fifty percent oil fraction was stable within 7 days, after which remarkable emulsion layer separation was observed for all emulsions at different pH values, Na+ and Ca2+ concentrations. All rights reserved, Elsevier.										2022	168				0023-6438				10.1016/j.lwt.2022.113949					FSTA:2023-01-Ae1104
J		Yuehua Jiao; Han Yang; Nditange Shigwedha; Shuang Zhang; Fei Liu; Lanwei Zhang							Probiotic effects and metabolic products of Enterococcus faecalis LD33 with respiration capacity.		Foods					Respiration metabolism could improve the long-term survival of lactic acid bacteria (LAB); however, its effect on potential probiotic traits of LAB was not reported. The difference made by Enterococcus faecalis LD33 that was cultured under respiration-permissive and fermentation conditions, such as the biomass, metabolites, antimicrobial activity, tolerance to acid and bile salt, adhesion capabilities, and the ability to inhibit the proliferation of cancer cells were studied. Under a respiration-permissive condition, the final biomass of the culture was about twice as compared to that of fermentation condition. When the metabolites were measured, glucose was exhausted within 8 h. Two-folds of acetic acid, triple of both acetoin and diacetyl, and less than half of lactic acid, were accumulated under the respiratory-permissive condition. No discrimination of growth inhibition on Salmonella enterica serovar Typhimurium ATCC 14028 and Shigella sonnei ATCC 25931 was observed when Enterococcus faecalis LD33 was cultured under both conditions; however, under respiration-permissive condition, the strain presented significant antimicrobial activities to Listeria monocytogenes ATCC19111 and Staphylococcus aureus ATCC6538P. Enterococcus faecalis LD33 displayed relatively strong bile salt tolerance and adherence capability but weaker acid tolerance when undergoing respiration metabolism. There was no significant difference in the anti-cancer effect of the viable bacterial cells on both growth modes; however, the supernatant showed a higher inhibition effect on HT-29 cells than the live bacteria, and there was no significant difference between the supernatant and the 5-Fluorouracil (7 mug/mL). Consequently, the Enterococcus faecalis LD33 undergoing respiration metabolism could bring higher biomass, more flavor metabolites, and better antimicrobial and anti-cancer activities. This study extends our knowledge of respiratory metabolism in LAB and its impact on probiotic traits. E. faecalis LD33 qualifies as a suitable strain against foodborne pathogens, cancer therapy, and eventual application in the food and pharmaceutical industries. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.										2022	11	4			2304-8158				10.3390/foods11040606					FSTA:2022-10-Ad18492
J		Yuehua Ye; Xiaoyan Liu; Weidong Bai; Wenhong Zhao; Ying Zhang; Hao Dong; Zhenhui Pan							Effect of microwave-ultrasonic combination treatment on heating-induced gel properties of low-sodium tilapia surimi during gel setting stage and comparative analysis.		LWT -- Food Science and Technology					To improve the gel properties of low-sodium tilapia surimi, the effects of microwave-ultrasonic, single microwave, single ultrasonic and traditional water-bath heating treatments on the characteristics of low-sodium tilapia surimi gel in the gel setting stage were investigated in this study. Compared with other treatment groups, the water-bath heating and microwave-ultrasonic-assisted heating (WB-MW/US) + 1.5% NaCl group had higher gel strength (403.30g cm) and water-holding capacity (87.88%). LF-NMR and CD spectrum analysis indicated that microwave and ultrasonic combination increased the degree of protein cross-linking and moisture proton density. In addition, microwave and ultrasonic combination had minimal effect on the secondary protein structure. WB-MW/US + 1.5% NaCl group had more beta-sheet (27.80%) and random coil content (22.30%), resulting in a uniform and dense spatial network structure of the low-sodium tilapia surimi gel. The results indicated that the microwave-ultrasonic combination treatment could be used as an efficient strategy for the production of new energy, low-sodium surimi gel products. All rights reserved, Elsevier.										2022	161				0023-6438				10.1016/j.lwt.2022.113386					FSTA:2022-08-Rc3327
J		Yuehui Wang; Zhijiang Zhou; Ye Han							Development and physicochemical characterization of a novel intelligent composite films incorporating curcumin into levan-chitosan.		Journal of Food Measurement and Characterization					Chitosan, levan and curcumin (Cur) were used to produce active functional films by solution casting method. The Fourier transform infrared spectroscopy and X-ray test results showed that the Cur was uniformly dispersed in chitosan and levan matrix. The addition of Cur decreased the moisture content and swelling water slightly without changing the thermal stability of the composite film. The UV-barrier increased by 73.4%. And the highest scavenging activity of ABTS and DPPH was 91.011.08% and 78.841.22% in the composite film containing 0.4% Cur. The release profiles of Cur into 90% and 50% ethanol solution showed that the Cur release was diffusion driven and reached up to nearly 90% in 50% ethanol. Experiments on the capacity of detect NH3 vapor and pH-sensitivity showed that the b* and L* values decreased to negative value. Therefore, the prepared LE/CS/Cur composite film had the potential to be used as an easy-to-use, nondestructive smart packaging material for food products and as a means of monitoring NH3 gas in environmental applications. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2022. Springer Nature or its licensor holds exclusive rights to this article under a publishing agreement with the author(s) or other rightsholder(s); author self-archiving of the accepted manuscript version of this article is solely governed by the terms of such publishing agreement and applicable law..										2022	16	6	5044	5057	2193-4134				10.1007/s11694-022-01555-3					FSTA:2023-03-Fe0255
J		Yuekuan Qu; Xiangning Han; Xin Liu; Zheng Wang; Limin Cao; Hong Lin; Pavase, T. R.; Shengjun Chen; Jianxin Sui							Preparation, characterization, and potential application of shark derived single domain antibody against myofibrillar binding serine protease in Silver carp.		Journal of Food Processing and Preservation					Myofibrillar binding serine protease (MBSP) existing in fish muscle is the leading cause of gel deterioration, which adversely affects the quality of surimi produces. Screening and preparation of protease inhibitors with high efficiency and specificity is an important approach to address the reduction of surimi quality. In this study, shark derived single domain antibody specific to MBSP was expressed and its properties were investigated systematically. The results showed that single domain antibody specific to MBSP could be expressed in soluble using SUMO fusion tagged Escherichia coli expression system with good thermal and pH stability. The enzyme activity inhibition effect in vitro could reach 62.9% at the concentration of 0.1mg/ml of single domain antibody. When added in silver carp surimi, it could significantly inhibit the deterioration of surimi gel. The results of this study implied that shark derived single domain antibody could be developed as a new inhibitor of MBSP used for the control of gel degradation in surimi produces. Novelty impact statement. Shark derived single domain antibody specific to MBSP was expressed in soluble with high yield and stability; the expressed antibody could significantly inhibit the activity of MBSP both in vitro and in surimi; this good characteristic makes it to be an inhibitor for the deterioration of surimi gel. © 2022 Wiley Periodicals LLC.										2022	46	10			1745-4549				10.1111/jfpp.16912					FSTA:2023-03-Rc1245
J		Yueliang Zhao; Xu Zhang; Nana Zhang; Qian Zhou; Daming Fan; Mingfu Wang							Lipophilized apigenin derivatives produced during the frying process as novel antioxidants.		Food Chemistry					To investigate whether apigenin, a common flavone in celery, can be esterified with carboxylic acids generated during frying leading to the consequently change of its antioxidant activity, we prepared a group of apigenin esters using fatty acids of varying chain lengths (C3:0-C18:0) and further checked their presence in celeries fried in soybean oil, rapeseed oil, and palm oil. Apigenin-7,4′-O-dioctanoate was detected in celeries fried in soybean and rapeseed oil. Apigenin-7,4′-O-dilaurinate was detected in celeries fried in all the three oils. In addition, all the apigenin esters exhibited lower ABTS and DPPH radical scavenging activity but improved lipophilicity and stronger cellular antioxidant activity than the parent compound, apigenin. These results demonstrated for the first time that apigenin could be esterified by carboxylic acids generated from lipid peroxidation under thermal processing, and these esters showed enhanced lipophilicity and cellular antioxidant activity. All rights reserved, Elsevier.										2022	379				0308-8146				10.1016/j.foodchem.2022.132178					FSTA:2022-05-Jq6489
J		Yuelin Kong; Tiantian Lei; Yu He; Gongwu Song							Background-free room temperature phosphorescence and digital image colorimetry detection of melamine by carbon nitride quantum dots in cellulose matrix with smartphone-based portable device.		Food Chemistry					Carbon nitride quantum dots (CNQDs) were embedded in the sodium carboxymethyl cellulose (CMC) matrix to form CNQDs-CMC film to explore the room temperature phosphorescence (RTP) of CNQDs, which suppress the non-radiative relaxation process due to the internal hydrogen bonding interactions between CMC and CNQDs. Then, a simple, inexpensive, background-free miniature device integrating with CNQDs-CMC film and smartphone was fabricated for rapid and quantitative detection of melamine (MEL). In the present of MEL, the yellow RTP color of the CNQDs-CMC film was quenched and photographed by the smartphone. The Color Recognizer APP in the smartphone recognized the red (R) value for quantitative detection of MEL. Thus, digital image colorimetry (DIC) determination of MEL was achieved due to the visible RTP color change of CNQDs-CMC film. The smartphone-based miniature device provided a promising platform for the on-site monitoring analytes in the complex matrix including food safety, environmental screening, health monitoring, and disease prevention. All rights reserved, Elsevier.										2022	390				0308-8146				10.1016/j.foodchem.2022.133135					FSTA:2022-10-Cf3238
J		Yueqi An; Li Wen; Wenrong Li; Xuezhen Zhang; Yang Hu; Shanbai Xiong							Insight into the evolution of aroma compounds during thermal processing of surimi gel from silver carp (Hypophthalmichthys molitrix).		Food Chemistry					This study aimed to investigate the formation of odor properties in surimi products by exploring changes in aroma compounds and their precursors at setting (40 °C) and gelling (90 °C) stages during surimi gel formation by solvent-assisted flavor evaporation, gas chromatography-mass spectrometry, and ultra performance liquid chromatography. Results Revealed a gradual increase in the contents of most aldehydes, alcohols, and phenolics during surimi gel formation, while a decrease in the contents of (E)-2-pentenal, (E)-2-hexnenal, (Z)-4-heptenal, (E)-2-heptenal, and most ketones at gelling stage. During thermal process, 50% decrease was observed in the contents of some unsaturated fatty acids (palmitoleic acid, oleic acid, etc.), and the contents of tyrosine, phenylalanine, methionine, isoleucine, and leucine decreased significantly (P< 0.05) at gelling stage. Moreover, lipoxygenase activity reached 4.19-4.81 U/min. G at setting stage. Overall, amino acid degradation and lipid auto-oxidation mainly occurred at gelling stage to promote the formation of related compounds. All rights reserved, Elsevier.										2022	374				0308-8146				10.1016/j.foodchem.2021.131762					FSTA:2022-04-Rc1580
J		Yueqi An; Shanbai Xiong; Yanping Qian; Qian, M. C.							In vivo and in vitro aroma release in surimi gel with different cross-linking degrees by proton transfer reaction-mass spectrometry.		Food Chemistry					Transglutaminase-induced cross-linking has been suggested as a strategy to govern surimi gels' texture. To achieve the aroma regulation of surimi gels by cross-links, surimi gels were treated with microbial transglutaminase to get different cross-linking degrees, and in vivo and in vitro aroma releases were investigated by a proton transfer reaction-mass spectrometry (PTR-MS). Seventeen compounds in surimi gels were detected by PTR-MS. The in vitro release curves of odorants were fitted by a pseudo-first-order kinetics model. As the cross-links increased, most aroma compounds' released concentrations and release rates decreased first, and then increased significantly (P< 0.05) when the cross-linking degree exceed around 35.4%, negatively related to the springiness and the gel strength of surimi gels. However, the in vivo aroma release results showed that the harder surimi gel released fewer aroma compounds. In conclusion, texture affected by cross-links could be a strategy to control the aroma release of surimi gels. All rights reserved, Elsevier.										2022	373	Part B			0308-8146				10.1016/j.foodchem.2021.131502					FSTA:2022-04-Ge1484
J		Yueqi An; Li Wen; Wenrong Li; Xuezhen Zhang; Yang Hu; Shanbai Xiong							Characterization of warmed-over flavor compounds in surimi gel made from silver carp (Hypophthalmichthys molitrix) by gas chromatography-ion mobility spectrometry, aroma extract dilution analysis, aroma recombination, and omission studies.		Journal of Agricultural and Food Chemistry					The warmed-over flavor (WOF) in surimi gels was characterized by gas chromatography-ion mobility spectrometry, aroma extract dilution analysis, aroma recombination, and omission studies. Surimi gels with different WOF levels were prepared by different gelling temperatures, and surimi gels heated at 90, 100, and 121°C were considered as the samples with light, strong, and medium WOF, respectively. Based on the quantification and odor activity values, 14 aldehydes, 2 ketones, 3 alcohols, 2 benzene-containing compounds, 2 N-containing compounds, 3 S-containing compounds, 3 lactones, undecanoic acid, and 4-methylphenol were recombined to build a spiked model for surimi gels with the strongest WOF, which showed the highest similarity with the original sample. Finally, a triangle test involving omission of the aroma compounds from the spiked model proved that the WOF in surimi gels was attributed to (E,E)-2,4-decadienal, heptanal, octanal, nonanal, decanal, (E)-2-nonenal, (E)-2-octenal, (E)-2-decenal, (E,E)-2,4-heptadienal, 2,3-pentanedione, 2,6-dimethylpyrazine, 2-propylpyridine, benzothiazole, 2-methoxybenzenethiol, and 2-furfurylthiol.										2022	70	30	9451	9462	0021-8561				10.1021/acs.jafc.2c02119					FSTA:2022-12-Rc4919
J		Yueqi Wang; Shi Nie; Chunsheng Li; Huan Xiang; Yongqiang Zhao; Shengjun Chen; Laihao Li; Yanyan Wu							Application of untargeted metabolomics to reveal the taste-related metabolite profiles during mandarin fish (Siniperca chuatsi) fermentation.		Foods					Spontaneous fermentation is a critical processing step that determines the taste quality of fermented mandarin fish (Siniperca chuatsi). Here, untargeted metabolomics using ultra-high-performance liquid chromatography coupled with Q Exactive tandem mass spectrometry was employed to characterize the taste-related metabolite profiles during the fermentation of mandarin fish. The results demonstrated that the taste profiles of mandarin fish at different stages of fermentation could be distinguished using an electronic tongue technique. Sixty-two metabolites, including amino acids, small peptides, fatty acids, alkaloids, and organic acids, were identified in fermented mandarin fish samples. Additional quantitative analysis of amino acids revealed glutamic acid and aspartic acid as significant contributors to the fresh flavor. Furthermore, the Kyoto Encyclopedia of Genes and Genomes pathway enrichment analysis revealed that amino acid metabolism was the dominant pathway throughout the fermentation process. This study provides a scientific and theoretical reference for the targeted regulation of the quality of fermented mandarin fish. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.										2022	11	7			2304-8158				10.3390/foods11070944					FSTA:2022-11-Rc4459
J		Yueqiao Wang; Junjie Wang; Yong Kuang; Wenbiao Shen							Packaging with hydrogen gas modified atmosphere can extend chicken egg storage.		Journal of the Science of Food and Agriculture					Background. Although hydrogen gas (H2) has been widely used in industry and gradually used in medicine, it is less applied to agriculture, especially in modified atmosphere packing (MAP). Results. During chicken egg storage, H2 MAP not only slowed down or delayed the reduction in antioxidant capacities, but also alleviated the deterioration of egg quality. The extent of micro-cracks in the eggshell was also negatively influenced by H2, which might result in eggs being less vulnerable to microbes. The earlier results demonstrated that the H2 MAP-extended shelf life of chicken eggs might be caused by the responses of eggshell and re-establishment of redox homeostasis. According to the data collected from different provinces of China, cost-economics analysis further suggested that the increase in the extra cost caused by H2 was trivial compared with the original price of eggs. Conclusion. Together, H2 MAP can prolong the shelf life of chicken eggs with the prospect of wider application. © 2021 Society of Chemical Industry.										2022	102	3	976	983	0022-5142				10.1002/jsfa.11431					FSTA:2022-04-Qa0265
J		Yueqiu Liu; Wen Zheng; Lu Zhang; Liqiang Hu; Xin Liu; Jingqiu Cheng; Guoliang Li; Meng Gong							Metabolomics-based evidence of the hypoglycemic effect and alleviation of diabetic complications by Ficus racemosa fruit in diabetic mice.		Food & Function					The hypoglycemic and metabolic effects of Ficus racemosa fruit were studied in diabetic mice, and its potential mechanisms of hypoglycemic activity and its alleviation of diabetic complications were explored using a metabolomics approach. The histopathological effect of Ficus racemosa fruit was characterized by hematoxylin and eosin histological staining. Dynamic fasting blood glucose (FBG), postprandial glucose (PPG), body weight, and biochemical parameters, including hepatic-renal function and lipid levels, were monitored to confirm the hypoglycemic activity and attenuation effect. The metabolomics analysis was performed using the established platform, combining liquid chromatography-tandem mass spectrometry with statistical analysis to identify the metabolites internally regulated by Ficus racemosa fruit. Desorption electrospray ionization-mass spectrometry imaging (DESI-MSI) was employed to explore the presence and spatial distribution patterns of differential molecules further. An inhibition of blood glucose levels and improvements in tissue lesions were observed after Ficus racemosa fruit treatment, especially with high-dose treatment. Ficus racemosa fruit primarily induced metabolomic alterations in amino acids, organic acids and nucleotides, and displayed a systematic effect, which involved the mediation of amino acid metabolism, glucose metabolism, energy metabolism and lipid accumulation. The effect of Ficus racemosa fruit on the liver was primarily discussed in this study, and it regulated purine metabolism, glycolysis/gluconeogenesis, arginine biosynthesis, histidine metabolism, alanine, aspartate and glutamate metabolism, and the citrate cycle. Through the mediation of related pathways or single molecules that could affect insulin resistance, insulin secretion or FBG, e.g., the amino acid histidine or the organic acid uric acid in the liver, Ficus racemosa fruit achieved its hypoglycemic effect and alleviated diabetic complications in the liver. The results of the tissue metabolomic analysis, histopathological analysis, plasma biochemical parameters, plasma metabolite analysis and tissue DESI-MSI analysis were consistent with one another. The present study provides the evidence of the hypoglycemic effect and its alleviation of diabetic complications for Ficus racemosa fruit as well as the scientific support for its traditional use. © The Royal Society of Chemistry 2022.										2022	13	14	7871	7884	2042-650X				10.1039/d2fo01163h					FSTA:2022-11-Jg15376
J		Yueru Lian; Liyun Niu; Zhiyun Meng; Xiaoxia Zhu; Ruolan Gu; Zhuona Wu; Jian Li; Peng Han; Taoyun Liu; Hui Gan; Guifang Dou							A rapid quantitative method by liquid chromatography-tandem mass spectrometry for the measurement of anthocyanins and their metabolic characteristics in Sprague-Dawley rats.		European Food Research and Technology					As a major class of phenolic compounds, anthocyanins are the functional components of blueberry. Vaccinium corymbosum "Lanmei 1" is a novel blueberry variety and detailed study of their anthocyanins remains scarce. Therefore, a simultaneously quantitative method for five anthocyanins using ultra-performance liquid chromatography-tandem mass spectrometry (UPLC-MS/MS) was established here. Good linear relationships were obtained ranging from 1 to 100 ng/mL (R2>0.99). In addition, the specificity, recovery, stability, and matrix effect met requirements of analytical methodology. The method successfully monitored the concentrations of five anthocyanins in plasma and studied their pharmacokinetics after oral administration of 270mg of anthocyanin extract in Sprague-Dawley rats. Pharmacokinetic parameters for delphinidin-3-O-glucoside (D3G), malvidin-3-O-glucoside (M3G), malvidin-3-O-arabinoside (M3A), delphinidin-3-O-arabinoside (D3A), and petunidin-3-O-arabinoside (P3A) showed the similar short Tmax 0.25-0.28 h and medium speed T1/2 3.24-3.52 h. It indicated anthocyanins were quickly absorbed and taken effectively, but eliminated in blood at an appropriate rate. Contents of D3G and M3G in anthocyanin extract are approximately equivalent, while the total amount and maximum concentration of M3G were twice those of D3G in plasma. This demonstrated that there were many differences between the substance contents of anthocyanin monomers in vitro and their absorption and distribution behaviors in vivo. Multiple peaks in both concentration-time profiles and bile excretions for five anthocyanins suggested the possibility of enterohepatic circulation in rats. The present study developed and validated a rapid and sensitive bioanalytical method based on UPLC-MS/MS for quantifying major anthocyanins from a novel blueberry extract in rat plasma to further understand their absorption, distribution, and metabolism. ©The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature 2022.										2022	248	8	2109	2124	1438-2377				10.1007/s00217-022-04034-7					FSTA:2022-11-Jf14900
J		Yuesheng Dong; Liping Sui; Fan Yang; Xinxiu Ren; Yan Xing; Zhilong Xiu							Reducing the intestinal side effects of acarbose by baicalein through the regulation of gut microbiota: an in vitro study.		Food Chemistry					Combination of dietary flavonoid-baicalein and acarbose reduces the risk that prediabetes will develop into type 2 diabetes mellitus; however, the mechanism underlying this effect has not been clarified. In this study, the in vitro culture conditions of intestinal microorganisms from prediabetic mice were optimized to increase over 30% similarity between in vitro cultured and fecal samples. Baicalein and acarbose alone and in combination, and their corresponding starch hydrolysate were assayed by the in vitro model. The results indicated that the combination of baicalein with acarbose decreased gas production by reducing the residual starch ratio in starch hydrolysate and decreasing the dosage of acarbose, and that reducing the relative abundance of gut bacteria correlated with gas production is the main mechanism. This study provided a theoretical foundation for the development of flavonoid dietary supplements to enhance the efficacy of oral hypoglycemic agents with fewer side effects and higher efficacy. All rights reserved, Elsevier.										2022	394				0308-8146				10.1016/j.foodchem.2022.133561					FSTA:2022-11-Ad20252
J		Yueting Ge; Yuhui Yang; Yuge Jiang; Chuanxing Feng; Bowen Li; Jin Sun; Xue Tang; Yonghui Shi; Guowei Le							Oxidized pork induces hepatic steatosis by impairing thyroid hormone function in mice.		Molecular Nutrition and Food Research					Scope. Recent studies have linked high consumption of red and processed meats to an increased risk of non-alcoholic fatty liver disease, and cooking-induced oxidation of proteins and amino acids might be contributing factors. Herein, this study investigates the influence of oxidized pork and the protein oxidation biomarker dityrosine (Dityr) on hepatic steatosis in mice. Methods and Results. Low-and high-oxidative injury pork (LOP and HOP) are freeze-dried to prepare mouse diets. Mice are fed a diet of either the control, LOP, HOP, LOP+Dityr, or Dityr for 12 weeks. HOP and Dityr intake induced oxidative stress and inflammation that impaired thyroid function and peripheral metabolism (reduced type 1 deiodinase activity) of thyroid hormones (THs). These lead to a decrease in the circulating as well as liver THs and induced hepatic steatosis. This process might be regulated through reduced TH levels and altered TH target genes and proteins related to hepatic lipid metabolism that ultimately inhibited hepatic energy metabolism, as indicated by increased hepatic lipid synthesis, decreased hepatic lipid catabolism, and fatty acid oxidation. Conclusion. HOP intake could induce hepatic steatosis by impairing TH function. Dityr plays an important role in the HOP-induced harmful effects. © 2021 Wiley-VCH GmbH.										2022	66	1			1613-4133				10.1002/mnfr.202100602					FSTA:2022-04-Sj2082
J		YueTong Yu; Xiaolu Wei; Yan Liu; Gangqiang Dong; ChenYang Hao; Jing Zhang; JinZhu Jiang; JinTang Cheng; An Liu; Sha Chen							Identification and quantification of oligomeric proanthocyanidins, alkaloids, and flavonoids in lotus seeds: a potentially rich source of bioactive compounds.		Food Chemistry					Untargeted metabolomics was performed to study the profiles of 101 chemicals in lotus seeds using ultrahigh-performance liquid chromatography-photodiode array detection-high-resolution tandem mass spectrometry. Among them, 16 dimeric, 18 trimeric, and 4 tetrameric proanthocyanidins were theoretically identified based on the degree of polymerization, and the number of linkages and the presence of two dihydroflavonols and three glycosylated alkaloids were determined for the first time. The proanthocyanidin, flavonoid, amino acid, and total compound contents were quantified, revealing decreases in their levels during maturation as well as a polymerization process formation of polymers from monomers during seed maturation. Interestingly, glycosylated alkaloids were only detected in seed cotyledons being highest at green-brown stage, whereas proanthocyanidins were present at a concentration of 8,226.19249.96 mug/g (dry weight) in green-brown stage of seed coats. Our findings may provide insights into the utilization of lotus seeds as a functional food. All rights reserved, Elsevier.										2022	379				0308-8146				10.1016/j.foodchem.2022.132124					FSTA:2022-05-Js6484
J		Yuewei Zheng; Xiaomin Li; Yao Huang; Houbin Li; Lingyun Chen; Xinghai Liu							Two colorimetric films based on chitin whiskers and sodium alginate/gelatin incorporated with anthocyanins for monitoring food freshness.		Food Hydrocolloids					Intelligent food packaging materials from natural resources has attracted increasing attention nowadays. In this paper, two fresh colorimetric films were obtained by incorporating natural pigment anthocyanins extract (LRM) as pH-sensitive pigments into two polyelectrolyte complex films composed of chitin whiskers (CW) and sodium alginate (SA) /gelatin (GE), respectively. The analysis results of FTIR, SEM and DSC show that, compared with the single polysaccharide system of SA or GE, the composite film with addition of CW has better water resistance and thermal stability, due to the existence of hydrogen bonds and electrostatic interactions. Meanwhile, the adhesion to LRM is also enhanced. At the same time, through Ritger-Peppas kinetic model analysis, the release process of anthocyanins in the two film systems was analyzed. The CW/SA/LRM system membrane showed good responsiveness to lactic acid and was successfully used in the detection of milk freshness; while the CW/GE/LRM system membrane showed good responsiveness to amine gases and has been successfully used in the detection of pork freshness. The study revealed that the above colorimetric films demonstrate excellent durability and accuracy in food freshness monitoring. All rights reserved, Elsevier.										2022	127				0268-005X				10.1016/j.foodhyd.2022.107517					FSTA:2022-06-Pe2428
