PT	DT	AU	AA	ED	CA	SP	PN	AE	TI	FT	SO	LA	LS	U1	U2	AB	C1	RI	OI	PA	SC	PI	SS	ID	CN	PY	VL	IS	BP	EP	SN	BN	NR	PG	DI	OA	HC	HP	DA	UT
J		Araujo, M. E. V. de; Corroa, P. C.; Barbosa, E. G.; Martins, M. A.							Variation of the physical and aerodynamic properties of coffee cherries during drying: determination and modeling.		Journal of Food Process Engineering					The reduction of moisture content in coffee cherries, during drying, directly influences their physical and aerodynamic properties and quality. The knowledge of these properties is essential for cost reduction, correct conservation, and defining parameters and operation of equipment in the main postharvest operations of the crop. In this study, the main physical properties (unit specific mass, sphericity, circularity, geometric diameter, projected area, volume, and volumetric contraction) and aerodynamic properties (terminal velocity and drag coefficient, actual, and theoretical) were determined during the coffee cherries drying. The reduction of the moisture content during drying provides a reduction of 30% in the specific density of coffee cherries. In addition, it promotes the reduction of sphericity, circularity, projected area, geometric diameter, and volume of the fruits. A volumetric reduction of 40% during the drying process was observed. A new model was proposed to represent the volumetric contraction of coffee cherries during drying. The experimental terminal velocity of coffee cherries decreased during the drying process, while the drag coefficient showed an increasing trend. The theoretical aerodynamic properties found in this study, presented values close to the experimental ones, representing satisfactorily the phenomena in the function of the moisture content. Practical Applications. Coffee is one of the most important commercial cultures in the world. The physical and aerodynamic properties are essential for the correct handling, separation, cleaning, storage, and transport of coffee. This data will provide important information needed to design different aspects of coffee processing (such as cleaning, sorting, and drying) and storage. © 2021 Wiley Periodicals LLC.										2021	44	10			1745-4530				10.1111/jfpe.13801					FSTA:2022-02-Hn1101
J		Araujo, N. O. de; Santos, M. N. de S.; Araujo, F. F. de; Veras, M. L. M.; Tello, J. P. de J.; Arruda, R. da S.; Fugate, K. K.; Finger, F. L.							Balance between oxidative stress and the antioxidant system is associated with the level of cold tolerance in sweet potato roots.		Postharvest Biology and Technology					The balance between oxidative stress and antioxidant defense system was investigated in roots of the cold-sensitive (cvs. BRS Rubissol and BRS Cuia) and cold-tolerant (cv. Beauregard) sweet potato stored at 6 or 13 °C for 60 d. We hypothesized that the absence of chilling injury symptoms on cv. Beauregard stored at 6 °C depends on the induction capacity of enzymatic and non-enzymatic antioxidant systems. The manifestation of chilling injury symptoms on cvs. BRS Rubissol and BRS Cuia were associated with the loss of membrane integrity, increased lipid peroxidation, accumulation of hydrogen peroxide (H2O2), and low catalase (CAT) and ascorbate peroxidase (APX) activities. In these cold-sensitive cultivars, proline and total phenolics increased with the progression of chilling injury, acting as markers for cold sensitivity, and parallel increased activity of phenylalanine ammonia-lyase. In contrast, constitutive levels of enzymatic and non-enzymatic antioxidants, as well as stress-induced increased CAT and APX activity played an important role in the detoxification of H2O2 in the tolerant cv. Beauregard. Our results suggest that the balance between oxidative stress and antioxidant system is involved in the tolerance of cv. Beauregard to chilling injury. All rights reserved, Elsevier.										2021	172				0925-5214				10.1016/j.postharvbio.2020.111359					FSTA:2021-04-Jk5589
J		Araujo, P.; Truzzi, C.; Belghit, I.; Antonucci, M.							The impact of seawater warming on fatty acid composition and nutritional quality indices of Trematomus bernacchii from the Antarctic region.		Food Chemistry					There is a growing interest in exploiting Antarctic fisheries for human consumption. However, information on how the nutritional qualities of these resources will respond to the predicted seawater warming in the region for the next century is poor. The present research investigates changes in various nutritional indices of dietary importance (e.g. the ratio polyunsaturated to saturated fatty acids, the atherogenicity index, the thrombogenicity index, the hypo-cholesterolemic to hyper-cholesterolemic index, the health-promoting index, the flesh lipid quality and the ratio omega-3 to omega-6 index) by determining the fatty acid composition in muscle of Trematomus bernacchii (an Antarctic fish species) in its natural habitat (-1.87 °C) and warmer temperatures (0.0, 1.0, 2.0 °C). Comparison of the estimated nutritional indices at -1.87 °C with those at warmer temperatures revealed that seawater warming caused changes in the nutritional indices in the range of -12%< Delta < 30%. The observed changes were not statistically significant and ascribed to biological variability. Therefore, the nutritional values of T. bernacchii muscle were preserved after increasing the temperature of its natural habitat by + 4 °C. The present research is the first report describing the nutritional quality indices for an Antarctic fish species and the consequences of seawater warming on the nutritional value of T. bernacchii. All rights reserved, Elsevier.			Araujo, Pedro/0000-0002-1962-6084; Antonucci, Matteo/0000-0003-1466-9162							2021	365				0308-8146				10.1016/j.foodchem.2021.130500					FSTA:2021-12-Rc4327
J		Araujo, R. G.; Rodriguez-Jasso, R. M.; Ruiz, H. A.; Govea-Salas, M.; Pintado, M.; Aguilar, C. N.							Recovery of bioactive components from avocado peels using microwave-assisted extraction.		Food and Bioproducts Processing					The avocado processing industry generates large amounts of avocado peels, which contain large amounts of high value-added compounds with antioxidant capabilities that have not yet been explored. Optimization of microwave-assisted extraction (MAE) of bioactive compounds from avocado peels with high antioxidant capacity was the objective of present work. Two experimental designs were implemented, using acetone 70% and ethanol at different concentrations, finding at 74.48 °C by 14.32 min and 66.37 °C by 0.97 min with 42.58% of ethanol as optimal conditions to obtain the highest antioxidant capacity, respectively. Optimized extracts with acetone and ethanol showed a high polyphenolic content (379.28 19.35 and 354.43 16.85 mg GAE/g dry extract, respectively); high antioxidant activity measured by DPPH (268.04 25.11 and 233.85 13.58 mgET/g dry extract, respectively); ABTS (895.19 30.41 and 949.41 7.42 mgET/g dry extract, respectively); ORAC (648.88 28.66 and 692.06 28.80 mgET/g dry extract, respectively), results reported for the first time. Fiber bonded phenolics compounds was extracted of MAE residues show a significant antioxidant activity. HPLC-MS analysis of optimized extracts showed the present of diverse phenolic acids, numerous procyanidins dimer A and B in different isomer shapes, catechin, epicatechin and perseitol. All rights reserved, Elsevier.		Araujo, Rafael Gomes/AAZ-3149-2021; Ruiz, Hector A./J-4056-2014; Araujo, Rafael Gomes/AAE-2780-2022; Pintado, Maria Manuela/ABE-2085-2021; Pintado, Maria Manuela/AAW-6709-2021; Aguilar, Cristobal Noe/F-2725-2013	Araujo, Rafael Gomes/0000-0003-3184-169X; Ruiz, Hector A./0000-0003-0917-0324; Araujo, Rafael Gomes/0000-0003-3184-169X; Pintado, Maria Manuela/0000-0002-0760-3184; Aguilar, Cristobal Noe/0000-0001-5867-8672							2021	127		152	161	0960-3085				10.1016/j.fbp.2021.02.015					FSTA:2021-09-Jq11480
J		Araujo, R. L. de; Tomas-Barberan, F. A.; Santos, R. F. dos.; Martinez-Blazquez, J. A.; Genovese, M. I.							Postprandial glucose-lowering effect of cagaita (Eugenia dysenterica DC) fruit juice in dysglycemic subjects with metabolic syndrome: an exploratory study.		Food Research International					Cagaita (Eugenia dysenterica DC) is an ellagitannin-containing Myrtaceae fruit from Cerrado biome. This fruit seems to be a promising candidate for an adjuvant in glucose regulation in healthy subjects. However, it is not known whether cagaita juice would have the same effect on dysglycemic subjects with metabolic syndrome (MetS). Therefore, the present work aimed to evaluate the effect of cagaita fruit juice on postprandial glycemia in dysglycemic subjects with MetS, and whether cagaita ellagitannins could be metabolized to urolithins. To evaluate glycemic effects, two different meals were consumed by volunteers (n = 12) with a 1-week interval among them. The first one consisted of white bread (50 g) plus water (300 mL) as a control; the second one, white bread (50 g) plus clarified cagaita juice (300 mL). Bioavailability was assessed in 24 h urine, after the consumption of a single amount of 300 mL of cagaita juice by healthy (n = 16) and MetS subjects (n = 7). The results showed that dysglycemic subjects with MetS presented a 53% reduction of incremental area under the curve (iAUC) of glucose, 38% reduction of insulin, 78% reduction of GIP (glucose-dependent insulinotropic polypeptide), and 58% reduction of C-peptide (p< 0.05), after the consumption of cagaita juice along with bread, in comparison to control water. However, both GLP-1 (glucagon-like peptide-1) and glucagon were not affected by cagaita juice ingestion. Concerning bioavailability, it was observed, for the first time, the metabolization of cagaita ellagitannins to urolithins by healthy and dysglycemic individuals with MetS, with a prevalence of metabotype B in both groups (44% and 42%, respectively), followed by metabotype A (37% and 29%, respectively), and metabotype 0 (19% and 29%, respectively). All rights reserved, Elsevier.										2021	142				0963-9969				10.1016/j.foodres.2021.110209					FSTA:2021-07-Hq7256
J		Araujo, T. K. L. de; Nobrega, R. O.; Fernandes, D. D. de S.; Araujo, M. C. U. de; Diniz, P. H. G. D.; Silva, E. C. da							Non-destructive authentication of Gourmet ground roasted coffees using NIR spectroscopy and digital images.		Food Chemistry					The growing demand for excellent-quality coffees allied with their symbolic aestheticization that add value to the products favor the adulteration practices and consequently economic losses. So, this work proposes the suitability of NIR spectroscopy and Digital Images (from CACHAS) coupled with one-class classification methods for the non-destructive authentication of Gourmet ground roasted coffees. For this, Gourmet coffees (n=44) were discriminated from Traditional (n=36) and Superior (n=10) by directly analyzing their powder without any sample preparation. Then, OC-PLS and dd-SIMCA were used to construct the models. Dd-SIMCA using offset correction for NIR and RGB histogram for CACHAS achieved the best results, correctly recognizing all the 90 samples in both the training and test sets. Therefore, the proposed methodologies can be useful for both the consumers and regulatory agencies because it confirms the elevated standards of excellence of Brazilian specialty coffees, preventing fraudulent labeling, besides following the Principles of Green Analytical Chemistry. All rights reserved, Elsevier.										2021	364				0308-8146				10.1016/j.foodchem.2021.130452					FSTA:2021-12-Hn11388
J		Araujo-Rodrigues, H.; Santos, D.; Campos, D. A.; Guerreiro, S.; Ratinho, M.; Rodrigues, I. M.; Pintado, M. E.							Impact of processing approach and storage time on bioactive and biological properties of rocket, spinach and watercress byproducts.		Foods					The high nutritional value of vegetables is well recognized, but their short shelf life and seasonal nature result in massive losses and wastes. Vegetable's byproducts are an opportunity to develop value-added ingredients, increasing food system efficiency and environmental sustainability. In the present work, pulps and powders of byproducts from rocket and spinach leaves and watercress were developed and stored for six months under freezing and vacuum conditions, respectively. After processing and storage, microbiological quality, bioactive compounds (polyphenols, carotenoids and tocopherols profiles), antioxidant capacity, and pulps viscosity were analyzed. Generally, the developed vegetable's pulps and powders were considered microbiologically safe. Although some variations after processing and storage were verified, the antioxidant activity was preserved or improved. A rich phenolic composition was also registered and maintained. During freezing, the quantitative carotenoid profile was significantly improved (mainly in rocket and spinach), while after drying, there was a significant decrease. A positive effect was verified in the vitamin E level. Both processing and storage conditions resulted in products with relevant phenolics, carotenoids and tocopherol levels, contributing to the antioxidant activity registered. Thus, this study demonstrates the potential of vegetable byproducts valorization through developing these functional ingredients bringing economic and environmental value into the food chain. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.		Pintado, Maria Manuela/AAW-6709-2021; Campos, Debora/O-5292-2019; Rodrigues, Ivo/B-2731-2015; Santos, Diva/A-4263-2018	Campos, Debora/0000-0003-0174-6640; Rodrigues, Ivo/0000-0002-1141-9822; Santos, Diva/0000-0002-4461-3007; Rodrigues, Helena/0000-0001-8916-0956							2021	10	10			2304-8158				10.3390/foods10102301					FSTA:2022-07-Jh8873
J		Araujo-Rodrigues, H.; Santos, M. T. P. G. dos; Ruiz-Moyano, S.; Tavaria, F. K.; Martins, A. P. L.; Alvarenga, N.; Pintado, M. E.							Technological and protective performance of LAB isolated from Serpa PDO cheese: towards selection and development of an autochthonous starter culture.		LWT -- Food Science and Technology					Serpa is an ovine raw milk cheese widely appreciated by the consumers. However, raw milk products may be seen with reservations in terms of safety or technological defects. To overcome that, the addition of an autochthonous starter culture may ensure the cheesemaking process optimization and microbiota dominance. In this work, the technological and protective performance of eleven lactic acid bacteria strains, isolated from Serpa Protected Designation of Origin cheese and reported as generally recognized as safe, were screened. The integration of technological and protective properties studied in the PCA plot, coupled with the proteolytic and lipolytic analysis suggested that Lb. plantarum PL1 and PL4 strains may be the best candidates. These strains showed both proteolytic and lipolytic activities, a good acidification potential, low d-lactic acid production and were well adapted to the salt and temperatures used. PL1 strain also exhibited a higher antimicrobial effect against the pathogenic bacteria studied. Although Lb. paracasei strain showed lower acidification capacity, due to their technological and protective properties, it could be combined with other more acidifying strains. As future work, it is important to establish cheese model systems to complement this screening and implement an autochthonous starter culture. All rights reserved, Elsevier.		Pintado, Maria Manuela/ABE-2085-2021; Tavaria, Freni/ABG-1948-2021; Alvarenga, Nuno/AAA-6278-2021	Pintado, Maria Manuela/0000-0002-0760-3184; Alvarenga, Nuno/0000-0003-0625-0687; Rodrigues, Helena/0000-0001-8916-0956; Kekhasharu Tavaria, Freni/0000-0002-6273-6668; Santos, Maria Teresa/0000-0001-7948-7357; Ruiz-Moyano, Santiago/0000-0003-0309-5888							2021	150				0023-6438				10.1016/j.lwt.2021.112079					FSTA:2021-12-Pj6501
J		Araya-Morice, A.; Gobba, C. de; Lametsch, R.; Ruiz-Carrascal, J.							Effect of the addition of cheese powder and salt content on sensory profile, physicochemical properties and gamma-glutamyl kokumi peptides content in dry fermented sausages.		European Food Research and Technology					Cheese powder addition to dry-fermented sausage was assessed as a tool to boost flavour and reduce salt content. The effect of different type of cheese powders (mixtures of different types of hard cheeses) and salt content (standard and 40% reduction) on physicochemical and sensory characteristics of dry-fermented sausages was evaluated. Both salt and cheese powder had an effect on physicochemical parameters, whereas only salt had an effect on the sensory attributes of fermented sausages (saltiness, sourness, flavour intensity and complexity). The increase of flavour intensity and sourness when cheese powder is added might confirm the cheese powder potential as a flavour enhancer. Several gamma-glutamyl dipeptides were identified in dry-fermented sausages and cheese powders. The presence of gamma-glutamyl dipeptides in dry-fermented sausages and cheese powders suggest they might influence the kokumi perception. © The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature 2021.		; Lametsch, Rene/E-6174-2015; De Gobba, Cristian/M-5178-2014	Araya-Morice, Adriana/0000-0002-7813-0521; Lametsch, Rene/0000-0002-4189-806X; De Gobba, Cristian/0000-0002-2774-5876							2021	247	8	2027	2037	1438-2377				10.1007/s00217-021-03769-z					FSTA:2021-11-Sr6729
J		Arcangelis, E. de; Trivisonno, M. C.; Angelicola, M.; Quiquero, M.; Nardo, V. di; Falasca, L.; Sestili, F.; Messia, M. C.; Marconi, E.							Milling and rheological properties of high amylose wheat.		Journal of Cereal Science					The technological quality of a high amylose bread wheat variety (amylose/amylopectin 1:0.7) was explored performing different milling protocols, with subsequent evaluation of the chemical composition and rheological properties of the milling fractions and recombined flours. High amylose wheat yielded a lower amount of flour (<50%) and less refined products compared to control line. Grain debranning improved flour yields, releasing more refined reduction products. The milling of high amylose wheat with a hard-wheat diagram enhanced flour yield and refining rate of products, also giving a semolina type flour that can be employed e.g. for the production of pasta and couscous. The high amylose flours are characterized by relevant levels of resistant starch (27% of total starch on average) that make them suitable for the production of functional foods in agreement with the EU Regulation 432/2012. In addition, from the experimental results, it was put in evidence that official protocols for rheological analysis of flours (gluten index, alveograph and falling number) should be adapted for high amylose wheat samples, due to the impact that the different starch composition has on dough properties, specifically on water absorption and viscosity. Overall, rheological features of high amylose wheat flours exhibited higher water absorption, stability, and altered starch pasting properties. All rights reserved, Elsevier.										2021	102				0733-5210				10.1016/j.jcs.2021.103335					FSTA:2022-04-Mj1900
J		Arcanjo, R. B.; Richardson, K. A.; Shuhong Yang; Shreya Patel; Flaws, J. A.; Nowak, R. A.							Effects of chronic dietary exposure to phytoestrogen genistein on uterine morphology in mice.		Journal of Agricultural and Food Chemistry					Genistein is naturally occurring in plants and binds to estrogen receptors. Humans are mainly exposed through diet, but the use of supplements is increasing as genistein is claimed to promote health and alleviate menopausal symptoms. We analyzed diverse uterine features in adult mice chronically fed genistein for different times. The luminal epithelium height was increased in females treated with 500 and 1000 ppm at PND 95, and the width of the outer myometrium was increased in females treated with 1000 ppm at PND 65 compared to that in controls. An increase in proliferation was noted in the inner myometrium layer of animals exposed to 300 ppm genistein at PND 185 compared to that in controls. Luminal hyperplasia was greater in the 1000 ppm group at PND 65, 95, and 185, although not statistically different from control. These results indicate that genistein may exert estrogenic activity in the uterus, without persistent harm to the organ.										2021	69	5	1693	1704	0021-8561				10.1021/acs.jafc.0c07456					FSTA:2021-06-Aj8851
J		Arce-Lopez, B.; Lizarraga, E.; Mesa, R. L. de; Gonzalez-Penas, E.							Assessment of exposure to mycotoxins in Spanish children through the analysis of their levels in plasma samples.		Toxins					In this study, we present, for the first time in Spain, the levels of 19 mycotoxins in plasma samples from healthy and sick children (digestive, autism spectrum (ASD), and attention deficit hyperactivity (ADHD) disorders) (n=79, aged 2-16). The samples were analyzed by liquid chromatography-mass spectrometry (triple quadrupole) (LC-MS/MS). To detect Phase II metabolites, the samples were reanalyzed after pre-treatment with beta-glucuronidase/arylsulfatase. The most prevalent mycotoxin was ochratoxin A (OTA) in all groups of children, before and after enzyme treatment. In healthy children, the incidence of OTA was 92.5% in both cases and higher than in sick children before (36.7% in digestive disorders, 50% in ASD, and 14.3% in ADHD) and also after the enzymatic treatment (76.6% in digestive disorders, 50% in ASD, and 85.7% in ADHD). OTA levels increased in over 40% of healthy children after enzymatic treatment, and this increase in incidence and levels was also observed in all sick children. This suggests the presence of OTA conjugates in plasma. In addition, differences in OTA metabolism may be assumed. OTA levels are higher in healthy children, even after enzymatic treatment (mean OTA value for healthy children 3.29 ng/mL, 1.90 ng/mL for digestive disorders, 1.90 ng/mL for ASD, and 0.82 ng/mL for ADHD). Ochratoxin B appears only in the samples of healthy children with a low incidence (11.4%), always co-occurring with OTA. Sterigmatocystin (STER) was detected after enzymatic hydrolysis with a high incidence in all groups, especially in sick children (98.7% in healthy children and 100% in patients). This supports glucuronidation as a pathway for STER metabolism in children. Although other mycotoxins were studied (aflatoxins B1, B2, G1, G2, and M1; T-2 and HT-2 toxins; deoxynivalenol, deepoxy-deoxynivalenol, 3-acetyldeoxynivalenol, 15-acetyldeoxynivalenol; zearalenone; nivalenol; fusarenon-X; neosolaniol; and diacetoxyscirpenol), they were not detected either before or after enzymatic treatment in any of the groups of children. In conclusion, OTA and STER should be highly considered in the risk assessment of mycotoxins. Studies concerning their sources of exposure, toxicokinetics, and the relationship between plasma levels and toxic effects are of utmost importance in children. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.		Perez, Elena Lizarraga/K-9875-2014; Gonzalez-Penas, Elena/K-5718-2014	Perez, Elena Lizarraga/0000-0003-0106-4930; Arce-Lopez, Beatriz/0000-0001-7690-8777; Gonzalez-Penas, Elena/0000-0003-1413-0829							2021	13	2			2072-6651				10.3390/toxins13020150					FSTA:2022-02-Cd0339
J		Arcella, D.; Cascio, C.; Ruiz, J. A. G.			European Food Safety Authority (EFSA)				Chronic dietary exposure to inorganic arsenic.		EFSA Journal					Following an official request to EFSA from the European Commission, EFSA assessed the chronic dietary exposure to inorganic arsenic (iAs) in the European population. A total of 13,608 analytical results on iAs were considered in the current assessment (7,623 corresponding to drinking water and 5,985 to different types of food). Samples were collected across Europe between 2013 and 2018. The highest mean dietary exposure estimates at the lower bound (LB) were in toddlers (0.30 mug/kg body weight (bw) per day), and in both infants and toddlers (0.61 mug/kg bw per day) at the upper bound (UB). At the 95th percentile, the highest exposure estimates (LB-UB) were 0.58 and 1.20 mug/kg bw per day in toddlers and infants, respectively. In general, UB estimates were two to three times higher than LB estimates. The mean dietary exposure estimates (LB) were overall below the range of benchmark dose lower confidence limit (BMDL01) values of 0.3-8 mug/kg bw per day established by the EFSA Panel on Contaminants in the Food Chain in 2009. However, for the 95th percentile dietary exposure (LB), the maximum estimates for infants, toddlers and other children were within this range of BMDL01 values. Across the different age classes, the main contributors to the dietary exposure to iAs (LB) were "Rice", "Rice-based products", "Grains and grain-based products (no rice)" and "Drinking water". Different ad hoc exposure scenarios (e.g.consumption of rice-based formulae) showed dietary exposure estimates in average and for high consumers close to or within the range of BMDL01 values. The main uncertainties associated with the dietary exposure estimations refer to the impact of using the substitution method to treat the left-censored data (LB-UB differences), to the lack of information (consumption and occurrence) on some iAs-containing ingredients in specific food groups, and to the effect of food preparation on the iAs levels. Recommendations were addressed to improve future dietary exposure assessments to iAs. © 2021 European Food Safety Authority. EFSA Journal published by John Wiley and Sons Ltd on behalf of European Food Safety Authority.										2021	19	1			1831-4732				10.2903/j.efsa.2021.6380					FSTA:2021-06-Ht5347
J		Arcena, M. R.; Sze Ying Leong; Then, S.; Hochberg, M.; Sack, M.; Mueller, G.; Sigler, J.; Kebede, B.; Silcock, P.; Oey, I.							The effect of pulsed electric fields pre-treatment on the volatile and phenolic profiles of Merlot grape musts at different winemaking stages and the sensory characteristics of the finished wines.		Innovative Food Science and Emerging Technologies					This study investigated the effect of pulsed electric fields (PEF) applied at different electric field strengths (up to 41.5 kV/cm) and energy inputs (up to 49.4 kJ/kg) on the volatile and phenolic profiles of Merlot grapes at different stages of winemaking. Immediately after PEF treatment, greater amounts of anthocyanins and phenolics (e.g., catechin) were extracted while 2-hexenal (green aroma) was detected in lower concentrations in PEF-treated musts. At completion of alcoholic and malolactic fermentations, high-energy PEF treatment generally produced wines with increased anthocyanins, stilbenoids, hydroxycinnamic and hydroxybenzoic acids. A trained sensory panel assessed the sensory attributes of the finished wines using descriptive analysis. It was found that those Merlot wines vinified with PEF-treated grapes possessed higher intensities of blackcurrant flavour and odour. The intensity of spice flavour in the Merlot wines also differed significantly between the wines. Overall, PEF treatment has the capability to provide winemakers the means to tailor the extraction of phenolic compounds towards the creation of red wines with distinct sensory characteristics. All rights reserved, Elsevier.										2021	70				1466-8564				10.1016/j.ifset.2021.102698					FSTA:2021-10-Hj8938
J		Arcerito, F. R. M.; Feudis, L. L. de; Amarilla, L. D.; Galetto, L.; Mitton, G.; Fernandez, N.; Szawarski, N.; Corti, C.; Olivera, E.; Iglesias, A.; Gende, L.; Damiani, N.; Eguaras, M.; Maggi, M.							Fragrance addition improves visitation by honeybees and fruit quality in kiwifruit (Actinidia deliciosa).		Journal of the Science of Food and Agriculture					Background. Kiwifruit is an important horticultural crop all over the world and its development is important in Argentina. This dioecious crop has a short blooming period with nectarless flowers, and its fruit production depends on cross-pollination. Here, we tested whether kiwifruit quality increases by using honeybees exposed to female flowers treated with an artificial fragrance. The three experimental treatments were: A, sprinkled female flowers with 1:1 sugar syrup+ Lavandula hybrida extract solution (a new attractant substance especially developed for this study named Lavandin Grosso); B, sprinkled female flowers with 1:1 water + sugar syrup (female flowers with additional sugar syrup reward); C (control; female flowers exposed to honeybees). Results. The results showed a higher number of visits of honeybees to the female flowers sprinkled with the attractant substance, Lavandin Grosso, as well as higher fruit quality (weight, number of seeds, regularity in fruit size). Conclusion. Our study demonstrates the potential of fragrance-treated flowers to improve yield production in kiwifruit. © 2021 Society of Chemical Industry.		Fernandez, Natalia Jorgelina/AAM-7369-2021	Meroi Arcerito, Facundo Rene/0000-0002-7788-5033							2021	101	12	5082	5088	0022-5142				10.1002/jsfa.11153					FSTA:2021-12-Jg16270
J		Archana Abhijith; Warner, R. D.; Minh Ha; Dunshea, F. R.; Leury, B. J.; Minghao Zhang; Aleena Joy; Osei-Amponsah, R.; Surinder S. Chauhan							Effect of slaughter age and post-mortem days on meat quality of longissimus and semimembranosus muscles of Boer goats.		Meat Science					This study investigated the effects of age of animal and days post-mortem (PM) on meat quality of Boer goats. Twenty-four (24) wether Boer goats of two age groups (2YO group: 2 years old and 9MO: 6-9 months, with 12 animals/group) were slaughtered in a commercial processing plant. The pH @Temp18 was estimated to be above 6 in both age groups with higher (P< 0.01) values in 2YO goats. The PM storage for 14 days reduced the shear force in both age groups (P< 0.01). 2YO goat muscles (longissimus and semimembranosus) exhibited higher (P< 0.01) Thiobarbituric acid reactive substance values (TBARS), indicating increased lipid oxidation. Glycogen (P < 0.01) and lactate content (20 min post-slaughter) in longissimus of 9MO were lower compared to 2YO, and total muscle glycogen concentration was lower (P< 0.01) in both age groups below the threshold levels. Hence, as hypothesized, age and days PM proved to play crucial roles on Boer meat quality. All rights reserved, Elsevier.										2021	175				0309-1740				10.1016/j.meatsci.2021.108466					FSTA:2021-08-Sl4647
J		Archana Jain; Soumitra Soni; Krishna K. Verma							Combined liquid phase microextraction and fiber-optics-based cuvetteless micro-spectrophotometry for sensitive determination of ammonia in water and food samples by the indophenol reaction.		Food Chemistry					The Berthelot reaction for ammonia is revisited with the aim of miniaturization and addressing interferences as encountered with food and water samples. Headspace single drop microextraction of ammonia in phosphoric acid served to attain selectivity in complex matrices, and liquid-liquid microextraction of red or blue indophenol species into 1-octanol-isooctane (60:40, v/v) resulted into high sensitivity. Fiber-optics-based cuvetteless micro-spectrophotometry has been used for colorimetric determination on microliter volumes of extract. The linear dynamic range, limit of detection and enrichment factor have been found to be 0.2-3 mg kg-1, 0.14 mg kg-1 and 38, respectively, measuring red species for milk, cheese and beer (4.9-5.5% error; 4.8-6.3% RSD; n=5); and 5-400 g L-1, 0.4 g L-1 and 137, respectively, measuring blue species for water samples (3.3-5.7% error; 3.6-6.8% RSD; n=5). A plausible reaction scheme has been proposed for nitroprusside catalysis in indophenol reaction. All rights reserved, Elsevier.										2021	340				0308-8146				10.1016/j.foodchem.2020.128156					FSTA:2021-03-Pa1558
J		Ardalan, M.; Vargas-Rodriguez, C. F.; Zanton, G. I.; Vazquez-Anon, M.; Bradford, B. J.; Titgemeyer, E. C.							Relative availability of metabolizable methionine from 2 ruminally protected sources of methionine fed to lactating dairy cattle.		Journal of Dairy Science					Our objective was to evaluate the lactational responses of dairy cows to methionine provided from 2 ruminally protected sources of methionine activity. Twenty-one Holstein dairy cows [11 primiparous (634 kg of body weight, 140 d in milk) and 10 second-parity (670 kg of body weight, 142 d in milk)] were assigned to a treatment sequence in 4 replicated 5 * 5 Latin squares plus 1 cow, with 14-d periods. Treatments were as follows: control; 7.5 or 15 g/d of a ruminally protected product of 2-hydoxy-4-methylthio-butyric acid (NTP-1401; Novus International Inc., St. Charles, MO); or 7.5 or 15 g/d of a ruminally protected dl-methionine product (Smartamine M; Adisseo, Alpharetta, GA). The diet was predicted to meet metabolizable protein and energy requirements. Diets contained 16.1% crude protein, and the control diet was predicted to be deficient in metabolizable methionine (1.85% of metabolizable protein) but sufficient in lysine (6.8% of metabolizable protein). Feed intake and milk yield were measured on d 11 to 14. Blood was collected on d 14. Dry matter intake, milk yield, energy-corrected milk, milk fat yield and percentage, and efficiencies of milk and energy-corrected milk yield were not affected by treatment. Milk protein percentage and milk protein yield increased linearly with supplementation, without differences between methionine sources or interactions between source and level. Linear regressions of milk protein percentage and milk protein yield against supplement amount within source led to slope ratios (NTP-1401:Smartamine M) of 95% for protein percentage and 84% for protein yield, with no differences between sources for increasing milk protein. Plasma methionine concentrations were increased linearly by methionine supplementation; the increase was greater for Smartamine M than for NTP-1401. Plasma d-methionine was increased only by Smartamine M. Plasma 2-hydoxy-4-methylthio-butyric acid was increased only by NTP-1401. Our data demonstrated that supplementation with these methionine sources can improve milk protein percentage and yield, and the 2 methionine sources did not differ in their effect on lactation performance or milk composition. All rights reserved, Elsevier.		Bradford, Barry/B-7870-2010	Bradford, Barry/0000-0002-6775-4961; Titgemeyer, Evan/0000-0002-7975-1880; Vargas-Rodriguez, C. Fabian/0000-0002-2337-5994							2021	104	2	1811	1822	0022-0302				10.3168/jds.2020-19042					FSTA:2021-05-Pe2674
