PT	DT	AU	AA	ED	CA	SP	PN	AE	TI	FT	SO	LA	LS	U1	U2	AB	C1	RI	OI	PA	SC	PI	SS	ID	CN	PY	VL	IS	BP	EP	SN	BN	NR	PG	DI	OA	HC	HP	DA	UT
J		Aguilera-Garrido, A.; Castillo-Santaella, T. del; Galisteo-Gonzalez, F.; Galvez-Ruiz, M. J.; Maldonado-Valderrama, J.							Investigating the role of hyaluronic acid in improving curcumin bioaccessibility from nanoemulsions.		Food Chemistry					A major challenge in delivering curcumin effectively to the gut is its low solubility. One interesting approach to increase curcumin bioaccessibility is its emulsification. Here, we present curcumin-loaded liquid lipid nanocapsules (LLNs), obtained through olive oil emulsification, in which LLNs are coated by a protective shell composed of Bovine Serum Albumin (BSA) and hyaluronic acid (HA). Bioaccessibility of curcumin is evaluated following a standard in vitro digestion protocol. The presence of HA in the shell increases the amount of curcumin retained in the LLNs after in vitro gastric digestion from ~25% to ~85%. This protective effect occurs when HA binds to BSA in the shell. Moreover, this binding appears to be reinforced under gastric conditions, hence evidencing the crucial role of interfacial composition in protecting encapsulated curcumin. Interfacial engineering of nanoemulsions provides a route to improve the bioaccessibility of encapsulated curcumin at different stages in the gut. All rights reserved, Elsevier.		del Castillo-Santaella, Teresa/B-1812-2015; Aguilera-Garrido, Aixa/HGF-0691-2022; Galvez-Ruiz, Maria Maria Jose/M-1528-2014; Maldonado-Valderrama, Julia/H-2806-2015	del Castillo-Santaella, Teresa/0000-0002-8387-5560; Galvez-Ruiz, Maria Maria Jose/0000-0003-0080-7827; Maldonado-Valderrama, Julia/0000-0001-6372-723X							2021	351				0308-8146				10.1016/j.foodchem.2021.129301					FSTA:2021-07-Te2588
J		Aguilera-Velazquez, J. R.; Carbonero-Aguilar, P.; Martin-Carrasco, I.; Hinojosa, M. G.; Moreno, I.; Bautista, J.							Nutritional quality of the most consumed varieties of raw and cooked rice in Spain submitted to an in vitro digestion model.		Foods					Rice is one of the most consumed staple foods around the world and its trade is highly globalized. Increased environmental pollution generates a large amount of waste that, in many cases, is discarded close to culture fields. Some species are able to bioaccumulate toxic substances, such as metals, that could be transferred to the food chain. The main goal of this study was to evaluate the content of metallic (Al, Cd, Pb, and Cr) and metalloid elements (As) in 14 of the most consumed varieties of rice in Spain and their effects on human health. The samples were cooked, and human digestion was simulated by using a standard in vitro digestion method. Metallic and metalloid element levels were analysed by Inductively Coupled Plasma Optical Emission Spectrometry (ICP-OES), previous called microwave digestion. Both the human health risk index, Hazard Quotient, and Lifetime Cancer Risk did not show toxic values in any case. Rice with a higher non-digestible fraction showed a higher liberation of proteins and a lower glycemic index. There were no significant differences in the concentrations of metallic and metalloid elements in cooked rice or in the digestible fraction in all varieties analysed. However, Al concentrations were higher than other metals in all varieties studied due to its global distribution. No relationship has been observed between the digestibility of rice and the bioaccessibility of each metallic and metalloid element. All of the studied rice varieties are healthy food products and its daily consumption is safe. The regular monitoring of metals and As in rice consumed in Spain may contribute to improvements in the human health risk evaluation. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.		Martin-Carrasco, Irene/ABG-8251-2021; Bautista Palomas, Juan D/L-2343-2014; Moreno Navarro, Isabel Maria/H-8686-2017	Martin-Carrasco, Irene/0000-0002-8956-7788; Bautista Palomas, Juan D/0000-0001-9567-5390; Moreno Navarro, Isabel Maria/0000-0002-6542-3210; Carbonero Aguilar, Maria del Pilar/0000-0002-2757-4616							2021	10	11			2304-8158				10.3390/foods10112584					FSTA:2022-09-Me5135
J		Aguilo-Aguayo, I.; Alvarez, C.; Saperas, M.; Rivera, A.; Abadias, M.; Lafarga, T.							Proteins isolated from Ganxet common bean (Phaseolus vulgaris L.) landrace: techno-functional and antioxidant properties.		International Journal of Food Science & Technology					Ganxet protein isolates (GPI) were assessed for antioxidant and functional properties including emulsifying and foaming capacity. The protein content and water activity (aw) value of GPI were 91.08 4.15% and 0.248 0.008%, respectively. The oil-and water-holding capacities of GPI were calculated as 2.76 0.33 and 1.25 0.11 gg-1 of GPI, respectively (P< 0.05). Foaming and emulsifying properties were found to be pH-dependent (P< 0.05). The highest foaming capacity values were observed at pH 8.0 and 10.0 and were calculated as 86.25 5.30% and 78.75 1.77%, respectively. In addition, the generated emulsions were found to be stable, especially at pH 8.0 and 10.0 with emulsion stability values of 94.1 0.0 and 93.9 0.1, respectively (P< 0.05). Results obtained in the current study demonstrate the potential applications of Ganxet-derived proteins as techno-functional ingredients for the development of novel foods. © 2021 Institute of Food Science and Technology.		Alvarez Garcia, Carlos/I-3674-2014; Lafarga, Tomas/N-9057-2018; Aguilo, Ingrid/D-8665-2014; Abadias, Maribel/J-9386-2012	Alvarez Garcia, Carlos/0000-0003-3266-893X; Lafarga, Tomas/0000-0002-1923-7214; Aguilo, Ingrid/0000-0002-4867-1554; Abadias, Maribel/0000-0003-0113-8979							2021	56	11	5452	5460	0950-5423				10.1111/ijfs.15201					FSTA:2022-03-Gg0922
J		Agullo, V.; Gonzalez-Trujano, M. E.; Hernandez-Leon, A.; Estrada-Camarena, E.; Pellicer, F.; Garcia-Viguera, C.							Antinociceptive effects of maqui-berry (Aristotelia chilensis (Mol.) Stuntz).		International Journal of Food Sciences and Nutrition					Maqui-berry is characterised by presenting a high concentration of (poly) phenols, accounting anthocyanins (cyanidin and delphinidin) for over 85% of the total. These coloured flavonoids have demonstrated potential neurological activity, but the evidence of their antinociceptive properties is scarce. In order to cover this gap, different doses (suitable for human administration) of a maqui-berry powder (1.6% anthocyanin), using enteral and parenteral routes of administration, were compared at central and peripheral levels using a nociceptive pain model (formalin test) in mice. Gastric damage analysis as possible adverse effects of analgesic and anti-inflammatory drugs was also explored. Dose-antinociceptive response was confirmed using both routes of administration and in both neurogenic and inflammatory phases of the formalin test, without gastric damage. In conclusion, these preliminary data provide evidence of pharmacological properties of maqui-berry to alleviate nociceptive pain. © 2021 The Author(s). Published with license by Taylor & Francis Group, LLC.		Hernandez-Leon, Alberto/AAT-9458-2021; GARCIA-VIGUERA, CRISTINA/B-2153-2012	Hernandez-Leon, Alberto/0000-0002-6864-6735; GARCIA-VIGUERA, CRISTINA/0000-0002-4751-3917; Agullo Garcia, Vicente/0000-0002-6846-6072							2021	72	7	947	955	0963-7486				10.1080/09637486.2021.1895727					FSTA:2022-02-Jf1697
J		Agunloye, O. M.							Effect of aqueous extracts of Pleurotus ostreatus and Lentinus subnudus on activity of adenosine deaminase, arginase, cholinergic enzyme, and angiotensin-1-converting enzyme.		Journal of Food Biochemistry					Pleurotus ostreatus (P. ostreatus) and Lentinus subnudus (L. subnudus) commonly consumed as food or as food supplement have been reported in folklore for their antihypertensive property with limited scientific proof. This study aims to unravel the antihypertensive mechanism of P. ostreatus and L. subnudus in vitro. The antioxidant properties of P. ostreatus and L. subnudus were established via standard antioxidant assays. Also, the effect of P. ostreatus and L. subnudus extracts on relevant enzymes associated to the development of hypertension were evaluated. Findings from this study revealed that P. ostreatus and L. subnudus extracts exhibited antihypertensive and antioxidant properties. Meanwhile, according to our results, various bioactive compounds present in P. ostreatus and L. subnudus could be responsible for the observed in vitro antihypertensive property. Practical applications. P. ostreatus and L. subnudus are the most commonly consumed mushrooms by the rural dwellers in South Western Nigeria, perhaps, based on their nutritive value and health-enhancing benefits. This paper showed that P. ostreatus and L. subnudus possess antihypertensive and antioxidant properties. Thus, their consumption as foods or food supplements may provide therapeutic benefits for hypertensive patients. Therefore, P. ostreatus and L. subnudus are promising candidates for the development of nutraceuticals. © 2020 Wiley Periodicals LLC.										2021	45	3			1745-4514				10.1111/jfbc.13490					FSTA:2021-07-Jq9404
J		Agunloye, O. M.; Oboh, G.							Effect of diet supplemented with P. Ostreatus and L. Subnudus on memory index and key enzymes linked with Alzheimer's disease in streptozotocin-induced diabetes rats.		Journal of Food Biochemistry					Mushrooms have been reported in folklore for the management of Alzheimer's disease (AD) and diabetes with limited scientific prove. This study aims to unravel the effect of diets supplemented with P. ostreatus and L. subnudus on diabetic encephalopathy (DE) in streptozotocin (STZ)-induced diabetic rats. The memory index, brain cholinesterase, arginase activity, and markers for oxidative stress were evaluated. STZ-induced diabetic rats exhibited memory deficits, elevated brain cholinesterase, arginase activity in comparison with nondiabetic rats. Also, markers for oxidative stress were altered in the brain of diabetic rat when compare with nondiabetic rats. Meanwhile, diabetic rats fed with supplemented-diets exhibited better memory index, reduced cholinesterase, arginase activity in comparison with untreated diabetic rats placed on a basal diet. Also, supplemented-diets restored altered markers of oxidative stress. Our findings indicated that P. ostreatus and L. subnudus-supplemented diets could prevent DE. Nevertheless, diets supplemented with L. subnudus had better nutraceutical potential than P. ostreatus. Practical applications. Diabetes mellitus is one of the most chronic diseases in the world. Also, it is a risk factor for several complications such as cognitive dysfunction, hypertension, and other health issues. Mushrooms are commonly consumed as food or as food supplements in many countries of the world and are a rich source of protein, chitin, and vitamins. Diet supplemented with P. ostreatus and L. subnudus were able to restore memory deficit in diabetic rats, proven to be a dietary intervention in the management of memory deficit linked with diabetes mellitus. Findings from this study show that consumption of P. ostreatus and L. subnudus as food or supplement could help in a diabetic state. © 2020 Wiley Periodicals LLC.		Oboh, Ganiyu/AAW-5664-2020								2021	45	3			1745-4514				10.1111/jfbc.13355					FSTA:2021-07-Jq9408
J		Agustinelli, S. P.; Ciannamea, E. M.; Ruseckaite, R. A.; Martucci, J. F.							Migration of red grape extract components and glycerol from soybean protein concentrate active films into food simulants.		Food Hydrocolloids					Migration of glycerol and red grape extract (RGE) components from bioactive soybean protein concentrate (SPC) films into aqueous and fatty food simulants was performed as a function of temperature. GC-MS and HPLC methods were applied to quantify the amount of glycerol and RGE individual components migrated into the simulants. Overall migration (OM) in fatty simulant was below the limit imposed by the legislation of 10 mg/dm2. RGE components migrated preferentially to the fatty simulant due to the structural complexity and solubility of the migrant. Contrarily, glycerol was released at higher extent and rate into aqueous medium, due to its inherent hydrophilic nature. Migration process was described by Fick's diffusion second law, and the apparent diffusion coefficient (Dapp) was derived from an analytical solution. Dapp values ranged from 1.5 * 10-14 to 1.6 * 10-13 cm2 s-1 under different conditions. The efficiency of SPC films was tested on steam cooked mackerel chunks during storage 4 1 °C for 21 days. Antioxidant activity of films decayed upon storage but both kept more that 50% of their initial radical scavenging activity after 21 d. SPC-RGE film delayed the maximum oxidation by 3 d compared to the control and samples packed in SPC film, more likely due to the lower oxygen permeability and higher radical scavenging activity of SPC-RGE film. Findings suggested that films based on SPC containing RGE can be considered as potential sustainable active food packaging material. All rights reserved, Elsevier.										2021	120				0268-005X				10.1016/j.foodhyd.2021.106955					FSTA:2021-11-Fe2927
J		Agustinho, B. C.; Daniel, J. L. P.; Zeoula, L. M.; Alcalde, C. R.; Machado, E.; Bragatto, J. M.; Schneider, C. R.; Santos, N. W.; Matumoto-Pintro, P. T.; Saraiva, B. R.; Osorio, J. A. C.; Faciola, A. P.							Enzymatic effects of Pleurotus ostreatus spent substrate on whole-plant corn silage and performance of lactating goats.		Journal of Dairy Science					Pleurotus ostreatus (oyster mushroom) synthesizes enzymes that degrade lignin, cellulose, and hemicellulose. The objectives of this study were to evaluate the effect of Pleurotus ostreatus spent substrate (POSS) on whole-plant corn silage (WPCS) chemical composition, antioxidant capacity, lignin monomers, and in vitro digestibility, as well as the performance of lactating goats fed corn silage treated with different levels of POSS. In experiment 1, 4 levels of lignocellulolytic enzymes were tested in a complete randomized design: 0,10, 20, and 30 mg of lignocellulosic enzymes per kilogram of fresh matter, 4 replicates per treatment (vacuum-sealed bags). The bags were opened 60 d after ensiling. In experiment 2, corn silage treated with 3 enzyme levels (0, 10, or 30 mg/kg of fresh matter) was fed to lactating goats as part of the total mixed ration. Nine lactating Saanen goats (62.68 7.62 kg BW; 44 8 d in milk; 2.91 0.81 kg of milk/day, mean SD) were assigned to three 3*3 Latin squares. Data were analyzed using the GLIMMIX procedure of SAS (version 9.4, SAS Institute Inc.), and means were compared by linear and quadratic orthogonal contrast. In experiment 1, neutral detergent fiber (NDF), acid detergent fiber (ADF), lignin, and cellulose quadratically decreased in the WPCS treated with POSS. At the nadir point, POSS decreased NDF by 14.1%, ADF by 19.5%, lignin by 9.07%, and cellulose by 22.1% compared with the untreated silage. Therefore, POSS led to a quadratic increase in in vitro dry matter digestibility of WPCS (+8.88% at the vertex) compared with the untreated silage. In experiment 2, POSS quadratically increased the in vivo total-tract ADF digestibility. Also, the concentration of polyphenols in the milk of goats linearly increased with the addition of POSS, and no differences were observed among treatments for milk yield and composition. In summary, adding 10 mg of lignocellulolytic enzymes from POSS per kilogram of fresh matter of whole-plant corn at ensiling had a more evident reduction in lignin and cellulose concentration, leading to greater in vitro digestibility, as well as greater in vivo ADF digestibility; however, milk yield was not different among treatments. All rights reserved, Elsevier.		Saraiva, Bianka Rocha/ABE-2902-2021; Matumoto-Pintro, Paula/E-4971-2013	Saraiva, Bianka Rocha/0000-0002-6575-9857; Matumoto-Pintro, Paula/0000-0002-9182-5758; Schneider, Cibele Regina/0000-0001-6634-2087; Machado, Erica/0000-0003-3276-8420; Calvo Agustinho, Bruna/0000-0001-5917-234X							2021	104	11	11660	11672	0022-0302				10.3168/jds.2021-20775					FSTA:2022-02-Pe0732
J		Aguzzoni, A.; Bassi, M.; Pignotti, E.; Robatscher, P.; Scandellari, F.; Tirler, W.; Tagliavini, M.							Multi-chemical analysis combined with chemometrics to characterize PDO and PGI Italian apples.		Journal of the Science of Food and Agriculture					Background. The use of PDO (protected designation of origin) and PGI (protected geographical indication) labels allows to protect and promote agricultural products characterized by unique features related to the place of origin and traditional know-how. However, the presence of non-authentic products in the market represents a fraud that can be tackled applying analytical techniques combined with chemometric analysis. In this study, we applied multi-element and multi-isotope analysis to characterize PDO and PGI apples cultivated in northern Italy, comparing them with Italian apples without labels of geographical indications. Results. The multi-element and multi-isotope approach allowed to characterize the apples cultivated in northern Italy. Despite a significant effect of the sampling sites on the apple composition, the comparison of the multi-chemical fingerprint of the apples significantly varied among cultivation areas. Results. Of this characterization were used to classify samples according to their cultivation area applying a linear discriminant analysis (LDA). Outputs of the LDA showed that correct sample classification can be successfully achieved (balanced accuracy >96%). Moreover, using a selection of variables, it was possible to correctly classify samples also at regional level. Conclusion. The presented evidences indicate that the multi-element and multi-isotope fingerprint can be successfully applied to traceability studies. The combination of this characterization with chemometric tools allows the classification of Italian apples based on their origin both on a national and regional scale. This approach represents an interesting tool to enhance and protect PDO and PGI Italian products. © 2021 The Authors. Journal of The Science of Food and Agriculture published by John Wiley & Sons Ltd on behalf of Society of Chemical Industry.		Aguzzoni, Agnese/AAP-9103-2021	Aguzzoni, Agnese/0000-0001-9001-1659; Tirler, Werner/0000-0001-7788-0411							2021	101	12	5106	5115	0022-5142				10.1002/jsfa.11156					FSTA:2021-12-Je16272
J		Agyemang, K.; Donkor, P. O.; Ayim, I.; Adzitey, F.; Lin Lin; Haiying Cui							Antibacterial activity and mechanism of Tetrapleura tetraptera stem extract against Salmonella strains and its application in raw chicken meat.		Journal of Food Processing and Preservation					We studied the antibacterial activity and mechanism of Tetrapleura tetraptera stem extract against Salmonella enteritidis and Salmonella typhimurium and its applications in chicken meat. The extract showed significant antibacterial activity in vitro, minimum inhibitory concentration, and minimum bactericidal concentration on the pathogens was found to be 12.5-50.0 mg/ml. The mechanism of action of the T. tetraptera stem on S. enteritidis and S. typhimurium was largely characterized by the changes in the cell integrity, cell membrane permeability which caused the outflow of the intracellular substances such as ATP, DNA, protein, and K+. The extract eventually inhibited bacterial respiratory metabolism through the Embden-Meyerhof-Parnas (EMP) and tricarboxylic acid (TCA) pathways. Furthermore, T. tetraptera showed a significant effect in controlling the growth rate of S. enteritidis and S. typhimurium in meat samples during the 7-day incubation period, and the surface color and sensory properties were not adversely affected. Practical applications: T. tetraptera is a flowering plant which can be used in local cuisine and traditional medicine. Interestingly, this plant is used in our daily dishes as herbs, spices, seasonings, and preservatives. T. tetraptera stem extract has high antibacterial activity against both gram-positive and gram-negative bacteria. This study could contribute to a better understanding of antibacterial activity and the mechanism of T. tetraptera in food. As a preservative for natural foods, it could be used in the meat industry. © 2020 Wiley Periodicals LLC.			AGYEMANG, KWABENA/0000-0001-6313-1292; Ofori Donkor, Prince/0000-0001-9196-1373							2021	45	3			1745-4549				10.1111/jfpp.14489					FSTA:2021-07-Sn3647
J		Ah-Hyun Lee; Seon-Min Oh; Sang-Jin Ye; Hui-Yun Kim; Ji-Eun Bae; Jong-Hyun Choi; Byung-Yong Kim; Moo-Yeol Baik							Instrumental and sensory characteristics of commercial Korean rice noodles.		Foods					In this study, the rheological properties of several commercial rice noodle strands were investigated. In the bending test, failure stress decreased as the cooking temperature increased from 80 to 90°C, and the cooking time increased from 3 to 4min for higher rice content noodles (>60%). The stress-relaxation test and sensory tests were carried out with bundles of noodles to investigate correlations with the bending test. The modulus of elasticity was higher at 80 than 90°C. However, no correlation was found between cooking temperature and the rheological properties of lower rice content noodles. In the stress relaxation test, the deviation was larger due to the empty space in the bundle. In the correlation analysis, sensory stickiness was correlated with a modulus of elasticity in the bending test. Comparing the bending and stress-relaxation tests, each instrumental variable showed differences in the rheological properties of rice noodles in strands and bundles. However, the bending test measured with noodle strands seemed to be most suitable as a method of measuring the rheological properties of rice noodles. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.										2021	10	11			2304-8158				10.3390/foods10112885					FSTA:2022-09-Mq5123
J		Ah-Na Kim; Shafiur Rahman, M.; Kyo-Yeon Lee; Sung-Gil Choi							Superheated steam pretreatment of rice flours: gelatinization behavior and functional properties during thermal treatment.		Food Bioscience					The effect of superheated steam pretreatment on the gelatinization behavior and functional properties of waxy and non-waxy rice flour were studied. The superheated steam-treated waxy rice flours and non-waxy rice flours showed significantly lower onset of gelatinization temperatures (58.8 and 56.1 °C, respectively) than that of their respective control. Water binding capacity, swelling power, solubility and particle size of rice flours were evaluated from 20 to 90 °C. Before the gelatinization temperature (<60 °C), the water binding capacity and swelling power were about 1.7 times higher for the superheated steam treated waxy rice flour and 1.4 times higher for the superheated steam treated non-waxy rice flour than those of their control. The superheated steam treated non-waxy rice flour had a significantly higher particle diameter (82 mum) than the other flours. The granules of superheated steam-treated flours were swollen more than the native flours granules due to partial gelatinization. Superheated steam may be a promising physical method for modification of specific properties of rice in terms of gelatinization behavior, granular structure and functional characteristics of rice flours. All rights reserved, Elsevier.										2021	41				2212-4292				10.1016/j.fbio.2021.101013					FSTA:2021-09-Me5331
J		Ah-Na Kim; Kyo-Yeon Lee; M. Shafiur Rahman; Hyun-Jin Kim; Kerr, W. L.; Sung-Gil Choi							Thermal treatment of apple puree under oxygen-free condition: effect on phenolic compounds, ascorbic acid, antioxidant activities, color, and enzyme activities.		Food Bioscience					The effect of heating in the absence or presence of oxygen on the enzyme activity and nutritional quality of apple puree were investigated. Using designed equipment, apples were vacuum-ground, packaged, and heated under vacuum (2.67 kPa, 90 °C for 30 min) to limit exposure to oxygen, and compared to those heated in open air. All thermal treatments led to complete inactivation of oxidative enzymes. Heating without oxygen effectively maintained color, antioxidant activity, phenolic compounds, and ascorbic acid, as compared to fresh apples. In contrast, heating with oxygen led to considerable browning and degradation of antioxidant activities, phenolics, and ascorbic acid. The results indicate that thermal processing without oxygen can help preserve the nutritional value and retard changes in phenolic-related quality of fruits and vegetables. This study suggests that browning and nutritional loss during thermal treatment of apple may be attributed to oxidation, which is accelerated by the elevated temperature. All rights reserved, Elsevier.										2021	39				2212-4292				10.1016/j.fbio.2020.100802					FSTA:2021-07-Je9034
J		Ah-Na Kim; Kyo-Yeon Lee; Bo Gyeong Kim; Si Won Cha; Eun Ji Jeong; Kerr, W. L.; Sung-Gil Choi							Thermal processing under oxygen-free condition of blueberry puree: effect on anthocyanin, ascorbic acid, antioxidant activity, and enzyme activities.		Food Chemistry					The effect of thermal treatment of blueberry was investigated using a designed grinding and continuous packaging system under oxygen-free conditions. The grinding, packaging, and heating at 90 °C for 30 min under anaerobic condition were compared to heating under aerobic conditions, showing complete inactivation of oxidative enzymes. Heating without oxygen retained anthocyanins and ascorbic acid whereas heating in atmospheric air does not. Delphinidin glycoside was mostly influenced by oxygen deficiency during heating, followed by petunidin and malvidin glycosides. The differences in oxygen sensitivity may be closely associated with the number of hydroxylation in the B ring. The result of anthocyanin led to higher antioxidant activity and redness values of purees heated without oxygen than purees heated with oxygen. Consequently, thermal processing under oxygen-free condition can prevent oxidation of anthocyanin, resulting in higher retention of color and nutritional values of blueberry products. All rights reserved, Elsevier.										2021	342				0308-8146				10.1016/j.foodchem.2020.128345					FSTA:2021-05-Jf6586
J		Ah-Na Kim; Wen Si Hu; Kyo-Yeon Lee; Ok-Kyung Koo; Kerr, W. L.; Sung- Gil Choi							Effect of vacuum grinding and storage under oxygen free condition on antioxidant activity and bacterial communities of strawberry puree.		LWT -- Food Science and Technology					The purpose of this study is to investigate the effects of vacuum processing on antioxidant activity and microbial growth of strawberry puree over day 10 after storage at 5, 25, and 35 °C. The strawberry puree was prepared under vacuum (7.2 Pa) using a specially designed grinding and packaging system. Grinding under vacuum resulted in significantly greater antioxidant activity retention (78.6-92.1%) as compared to grinding in atmospheric conditions (48.4-68.2%) during storage at all temperatures. Samples ground under vacuum showed delayed or no growth of total aerobic counts, anaerobic bacteria, and mould and yeast, while control groups showed significant microbial growth. Taxonomic composition analysis of samples at day 7 and 25 °C, showed the most abundant bacteria of the control group were from the genus Rahnella belonging to the phylum Proteobacteria, while those of the vacuum-processed groups were from the genus Lactobacillus belonging to the phylum Firmicutes. Consequently, vacuum grinding and packaging can be used in developing technology for preservation of nutritional quality and microbial safety of strawberry puree. All rights reserved, Elsevier.										2021	137				0023-6438				10.1016/j.lwt.2020.110495					FSTA:2021-04-Jg5464
J		Ah-Na Kim; Kyo-Yeon Lee; Eun Ji Jeong; Si Won Cha; Bo Gyeong Kim; William L. Kerr; Sung-Gil Choi							Effect of vacuum-grinding on the stability of anthocyanins, ascorbic acid, and oxidative enzyme activity of strawberry.		LWT -- Food Science and Technology					In this study, strawberries were ground at vacuum levels of 2.67, 6.67, 13.33, 19.99, and 101.33kPa (atmospheric pressure) using a specially designed vacuum grinding and continuous packaging device. The grinding at higher vacuum levels led to better maintenance of ascorbic acid and anthocyanins, resulting in a higher antioxidant activity and redness due to the low oxygen availability limiting oxidation. Vacuum-grinding below 2.67kPa prevented the oxidation of pelargonidin glycosides to a greater degree than that of cyanidin and delphinidin glycoside, due to structural differences related to the number of hydroxyl groups in the B ring, revealing the faster oxidation rate of diphenolic anthocyanins. The model fits indicated a logarithmic rather than a linear degradation as the oxygen level increased, indicating that even small amount of oxygen may cause drastic quality deterioration during grinding. Overall, our results indicate that vacuum grinding at very low oxygen levels is an effective technology to prevent the oxidation of anthocyanins and ascorbic acid, resulting in higher redness and antioxidant activities in strawberries. All rights reserved, Elsevier.										2021	136	Part 1			0023-6438				10.1016/j.lwt.2020.110304					FSTA:2021-04-Jf4652
J		Ahadi Abdillah, A.; Amin Alamsjah, M.; Charles, A. L							An optimised low-salinity seawater decolourising method produces decolourised seaweed (Kappaphycuz alvarezii) as semi-refined carrageenan raw material.		International Journal of Food Science & Technology					Semi-refined carrageenan (SRC) production from decolourised Kappaphycuz alvarezii treated by chemicals (CaCO3) drives the search for "greener" decolourisation methods to sustainably supply cheaper and energy efficient products. Therefore, a decolourisation method of low-salinity seawater (LSS) (3, 9 and 15 g/L) was investigated to replace CaCO3. In addition, decolourised seaweed colour powder (DSP) and SRC colour, yield, viscosity and gel strength were used to screen the salinity treatments. SRC prepared from LSS (3 g/L) treatment demonstrated similar colour and physical properties to CaCO3 treatments, which indicated low-salinity seawater (3 g/L) could replace CaCO3 as a decolourising agent. Moreover, purity of SRC (3 g/L salinity) were confirmed by x-ray diffraction (XRD), scanning electron microscopy-energy-dispersive X-ray (SEM-EDX), and its functional group by Fourier transform infrared (FTIR). In this study, waste seawater from LSS (3 g/L) exhibited radical scavenging properties. This decolourising method could be easily adopted by smallholder seaweed farmers in low-and middle-income countries. © 2020 Institute of Food Science and Technology.										2021	56	5	2336	2344	0950-5423				10.1111/ijfs.14856					FSTA:2021-08-Rg2942
J		Ahmad Alshannaq; Jae-Hyuk Yu							Analysis of E.U. Rapid Alert System (RASFF) notifications for aflatoxins in exported U. S. food and feed products for 2010-2019.		Toxins					The most common, toxic, and carcinogenic mycotoxins found in human food and animal feed are the aflatoxins (AFs). The United States is a leading exporter of various nuts, with a marketing value of $9.1 billion in 2019; the European Union countries are the major importers of U.S. Nuts. In the past few years, border rejections and notifications for U.S. Tree nuts and peanuts exported to the E. U. Countries have increased due to AF contamination. In this work, we analyzed notifications from the "Rapid Alert System for Food and Feed (RASFF)" on U.S. Food and feed products contaminated with mycotoxins, primarily AFs, for the 10-year period 2010-2019. Almost 95% of U.S. Mycotoxin RASFF notifications were reported for foods and only 5% for feeds. We found that 98.9% of the U.S. Food notifications on mycotoxins were due to the AF contamination in almond, peanut, and pistachio nuts. Over half of these notifications (57.9%) were due to total AF levels greater than the FDA action level in food of 20 ng g-1. The Netherlands issued 27% of the AF notifications for U.S. Nuts. Border rejection was reported for more than 78% of AF notifications in U.S. Nuts. all U.S. Feed notifications on mycotoxins occurred due to the AF contamination. Our research contributes to better understanding the main reasons behind RASFF mycotoxins notifications of U.S. food and feed products destined to E. U. countries. Furthermore, we speculate possible causes of this problem and provide a potential solution that could minimize the number of notifications for U.S. Agricultural export market. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.										2021	13	2			2072-6651				10.3390/toxins13020090					FSTA:2022-02-Js1521
J		Ahmad Ashwar, B.; Asir Gani; Ul Ashraf, Z.; Faiza Jhan; Asima Shah; Adil Gani; Ahmed Wani, T.							Prebiotic potential and characterization of resistant starch developed from four Himalayan rice cultivars using beta-amylase and transglucosidase enzymes.		LWT -- Food Science and Technology					In the present work, resistant starch (RS) was developed from four Himalayan rice cultivars by using enzymatic treatment with beta-amylase and transglucosidase enzymes so as to make them the potential prebiotic. Thereafter, the prebiotic potential of resistant starch was confirmed by their invitro fermentation using selected probiotic strains. Fermentation of RS by Lactobacilli resulted in the production of 276.45-300.15 mug/mL of acetic acid, 0.40-0.83 mug/mL of propionic acid and 0.73-1.94 mug/mL of butyric acid. The capability of resistant starches to produce the SCFA (Short chain fatty acids) including butyrate confirmed their potential as substrates for beneficial colon bacteria. In general, pasting properties of resistant starch samples were significantly (p≤0.05) lower than native rice starch samples. Resistant starches exhibited shear-thinning behaviour. The DSC results revealed significant decrease in the gelatinization temperatures and enthalpy (DeltaH) of resistant starches. The resistant starches completely lost their granular integrity and formed a continuous compact fibrous network with irregular shape. XRD analysis revealed the formation of amylose-lipid complexes during the treatment. The decreased intensity at 1047 cm-1 in resistant starches reveals their lower crystallinity. The study revealed that enzymatic treatment of rice starch significantly increased their production of SCFA thereby making them potential prebiotic. All rights reserved, Elsevier.										2021	143				0023-6438				10.1016/j.lwt.2021.111085					FSTA:2021-07-Le1203
